Title,Content,Date,keywords
“Powerpoint makes us stupid”–these bullets can kill,"The US Army reports thatmisuse of Powerpoint(in other words, using Powerpoint the way most people use it, the way it was designed to be used) is a huge issue.
I first wrote apopular short free ebookabout this seven years ago and the problem hasn't gone away. So much for the power of the idea.
Here's the problem:
See what I mean?
If there was any other tool as widely misused in your organization, you'd ban it. The cost is enormous in lost opportunity and lost time. Guns don't kill people, bullets do.",,"Powerpoint, Misuse, Productivity"
The paralysis of unlimited opportunity,"There aren't just a few options open to you, there are thousands (or more).
You can spend your marketing money in more ways than ever, live in more places while still working electronically, contact different people, launch different initiatives, hire different freelancers… You can post your ideas in dozens of ways, interact with millions of people, launch any sort of product or service without a permit or factory.
Too many choices.
If it's thrilling to imagine the wide open spaces, go for it.
If it's slowing you down and keeping you up at night, consider artificially limiting your choices. Don't get on planes. Don't do spec work. Don't work for jerks. Work on paper, not on film. Work on film, not on video. Don't work weekends.
Whatever rule you want…
But no matter what, don't do nothing.",,"Opportunity, Choices, Productivity"
Quid pro quo (santa math),"Walk up to the falafel stand and hand the guy $3. He hands you a falafel, no onions.
Thisforthat.
Something for something.
The time between surrendering the money and getting the sandwich is tiny. You gave him something, you got something. It's simple.
Now, stretch it out a bit. You order dinner in a restaurant. They treat you nicely, the room is beautiful, you enjoy the evening,thenyou pay the bill. This, pause, pause, pause, that.
Go to law school. Pay a lot of money. Spend a lot of time. Be taught a bunch of things you don't particularly want to know, things you probably don't need. Get a degree with a modicum of scarcity. Pay for a bar review course. Pass the bar. Then you get a job that pays a lot of money.
This, then a multi-year pause, then, in return,thatfor the next forty years. We call it return on investment.
Online, though, I'm not sure the math is so obvious. You don't write a blog to get gigs. You don't help people out in a forum to build a freelance business. Sure, that might happen, but that's not why you do it. If you are busy calculating quid pro quo, that means your heart isn't in it, and the math won't work out anyway.
Online, the something, the quid, thethis, doesn't cost cash. It takes heart and energy and caring, which are scarce but renewable resources. As a result, many people are able to spend them without seeking anything external in return. Even better, the act of generosity, of giving without expectation, makes it easier to do art, to create work that matters on its own.
I think it's more like Santa math. Santa flies around the world, giving stuff away, and for what? He earns gratitude, trust and friendship, that's what. Sure, one day he might decide to license his image or try to sell you something. But right here, right now, gratitude, trust and friendship are plenty. Especially if you enjoy doing what you're doing. Quid, no quo.","April 26, 2010","quid pro quo, generosity, online engagement"
Empty your library,"If you've read one of my books, thanks. I write them to be read, so without you, it would be a pointless exercise.
I'm asking a favor: Would you give your copy (or lend, I'm fine either way) ofLinchpinaway?
Go find someone you care about, hand them the book and insist they read it. I'd consider that a gift of the first order, and I hope they will too.
In fact, don't just do it withLinchpin, do it with all the books that have changed you, regardless of author or age. They're not earning interest unless people are reading them. Ideas that spread, win.
Thanks.","April 25, 2010","library, share, books"
Deniability,"How much of the time you invest in a project is spent preparing excuses, creating insurance, seeking deniability and covering your ass just in case things go poorly in the end?
At some point, that effort becomes so great you never actually ship anything, which of course is the very best protection against failure.",,"Deniability, excuses, failure"
Who judges your work?,"Here's the mistake we make in high school:
We let anyone, just anyone, judge our work (and by extension, judge us.)
Sue, the airheaded but long-legged girl in Spanish class gets the right to judge our appearance.
Bill, the bitter former-poet English teacher gets the power to tell us if we're good at writing.
And on and on.
The cheerleaders are deputized as the Supreme Court of social popularity, and the gym teacher forever has dibs on whether or not we're macho enough to make it in the world. These are patterns we sign up for, and they last forever (or until we tell them to go away).
In high school, some people learn to ship, they learn to do work that matters and most of all, they learn to ignore the critics they can never possibly please. The ability to choose who judges your work–the people who will make it better, use it and reward you–is the key building block in becoming an artist in whatever you do.","April 24, 2010","judgment, self-worth, artistic growth"
8 things I wish everyone knew about email,"And a bonus tip from Cory Doctorow (who got it fromdanah boyd). Cory gets more email than you and me combined: When you go on vacation, set up an autoreply that says, ""I'm on vacation until x/x/2010. When I get back, I'm going to delete all the email that arrived while I was gone, so if this note is important, please send it to me again after that date.""","April 23, 2010","email, autoreply, vacation"
The April Linchpin Session,"Here's a 45 minute-long live recording of a master class session I did last week in New York. No slides, no script, just a riff.
Download LinchpinSessionSethGodinApril
(Here's ahigh bandwidth linkto download the same file)
(and here's thetranscriptfor those that would rather read it.)
Some people have recommended that I start selling these recordings in the iTunes store. For now, I think it's more interesting to share them for free, to encourage you to share them and to see if we can change anyone along the way. Feel free to post in other places to cut down on the bandwidth bottleneck.
Enjoy.","April 22, 2010","Linchpin, master class, free recording"
Sad Tim,"At the post office the other day, a guy wearing a beautiful handmade scarf finishes his transaction and starts away from the counter.
A small nail holding the molding apparently isn't hammered in all the way. It catches the scarf, pulls the threads and ruins the scarf. The man turns to the counter, looks at the postal worker who took his money and says, ""There's a loose nail here, it just ruined my scarf.""
Tim, the postal worker, beaten down, tired, given up, stands behind the counter and barely makes eye contact. ""Oh.""
End of interaction.
When you allow (yes, allow) all humanity to be stripped from your day, all day, then what?",,"sadness, human interaction, loss"
“I quilt”,"When you've had enough, can't tolerate your job any longer and are ready to quit, perhaps you could try one last thing.
Quiltinstead.
You've got nothing to lose, right? I mean, you're going to quit anyway, so what's the worst that could happen to you?
So quilt. Spend hours every day integrating the people you work with into a cohesive group. Weave in your customers as well. Take every scrap, even the people you don't like, and sew them together. Spend far less time than you should on the 'real' work and instead focus on creating genuine connections with the people you work with. Including your boss. After all, once you quit, you're never going to see them again anyway, right? Might as well give it a try.
Careful… it might change everything.","April 21, 2010","quitting, connection, quilting"
How to buy a house,"Actually, how tothinkabout buying a house.
You don't see a lot of ads trying to sell you on spending too much money on a house. It's more subtle than that. The marketing is all around us, and has been for years. The enormous social pressure and the expectations that come with it lead to misunderstandings and confusion. Here's my advice to someone in the market:
I'm optimistic about the power of a house to change your finances, to provide a foundation for a family and our communities. I'm just not sure you should buy more house than you can afford merely because houses have such good marketing.","April 20, 2010","buying a house, financial advice, home ownership"
Giving away a magician’s secrets,"Steve Cohen makes more than amillion dollarsa year doing magic tricks.
I will now tell you the secrets of this magic:
I guess it comes down to this: if you're having trouble persuading people to buy what you sell, perhaps you should sell something else. Failing that, perhaps you could talk about what you sell in a different way.
Important clarification: I'm not telling you to sell out or to pander or to dumb down your art. Great marketers lead people, stretching the boundaries and bringing new messages to people who want to hear them. The core of my argument is that someone's worldview, how they feel about risk or other factors, is beyond your ability to change in the short run. Sell people something they're interesting in buying. If you can't leverage the worldview they already have, you are essentially invisible. Which is a whole other sort of magic, one that's not so profitable.","April 19, 2010","magic, marketing, persuasion"
In search of a jealous chipmunk,"You won't find one, so don't waste your time.
Chipmunks, wolves and other wild animals rarely get jealous. The number one emotion among wild animals isn't vanity or happiness: it's fear.
Fear is everywhere in the animal kingdom, because fear is a great way to stay alive. Fear is hard-wired into successful species… it doesn't need to be taught.
You guessed it, we're wild animals too, a lot of the time. Marketing that preys on fear (buy duct tape!) has the shortest path to follow to success, because the public can't wait to get scared. An entire portion of our brain (the same brain the lizard has) is dedicated to fear. And it can't wait to spring into action.
If your fear keeps you alive, embrace it. The rest of the time, the best strategy for success is figuring out how to ignore it, befriend it or use it as a compass to find what matters.","April 18, 2010","chipmunks, fear, wild animals"
Incoming!,"Perhaps the biggest change in your worklife is one that snuck up on you.
Every morning, before you even take off your slippers, there's a pile of incoming work. You might not think of it as work, because it doesn't involve stuffing envelopes or making sales calls, but it's part of your career and your job.
That email, Facebook and message queue is a lot longer than it used to be. For some people, it's now a hundred or even a thousand distinct social electronic interactions a day. It's as if a genie is whispering in your ear, ""I have an envelope, and it might contain really good or really bad news. Want to open it?""
The relevant discussion here: are the incoming messages helping? After all, most of them aren't initiated by you, they have the power to change your mood or your energy or even how you spend your non-electronic time. And they're addictive. When, for some random reason, they ebb and you have a really light few hours–admit it, you check more often.
What's up? Is anyone out there?
It's like living near Niagara Falls and then one night it freezes. You miss the noise. Is it possible the noise is helping you hide from the stuff that scares you?
If you're actually going to do the work, the real work, the work of producing and shipping the things that matter, I'm afraid you're going to have to be brutally honest about whether this is merely a fun habit or actually a useful lever. Once the fun habit reaches a significant portion of your day (try tracking it today), it might be time to take charge instead of to be a willing victim.
Two years ago, I started taking a lot of flak for being choosy about which incoming media I was willing to embrace. What I've recently seen is that this is a choice that's gaining momentum.
It's your day, andyouget to decide, not the cloud. I could go on and on about this, but I know you've got email to check…","April 17, 2010","Incoming work, digital distractions, time management"
When a stranger reads your blog,"I had a surreal experience the other day. I was sitting in a coffee shop and watched someone (at the recommendation of a friend who didn't realize I was within earshot) open up my blog and start reading it. Right there, out of the corner of my eye, someone was experiencing me (well, digital me) for the first time.
Here it was, my first impression writ large. No fair running over and saying, ""no, skip those two, those two aren't so good, go back a month or two and read the generous, thoughtful ones I wrote…""
It's like DNA. One cell carries the coding for all of them.
That meal you served at lunch yesterday might be the first impression, or that comment you left on someone's page or that customer service interaction with the new guy at your big client's office…
There's a riot of information racing by, and to survive, we snatch little bits and then magnify them into what we embrace as the full picture. Nuance? No time for nuance.
Every interaction might be the whole thing.","April 16, 2010","blogging, first impressions, digital presence"
The inefficiency of the all call,"Back when companies had offices, there was a button on the phone labeled ""all call"". It allowed you to page every speaker in the entire building at once.
""Tom P., you have a package at the front desk!""
It was a lot easier to hit all call than to just track down Tom. After a while, this group interruption gets tiresome because it's so wasteful. You interrupt 100 people to reach one, or you get ten offers of help (or someone to buy your hockey tickets) when one was all you needed.
Now, of course, the entire world hears your all call.
""I'm looking for this tool. Anyone know where to find it?"" 300,000 people see it, 230 tell you the answer, but of course 229 of those contributions are wasted.
Marketers love the all call, as long as it's cheap to interrupt everyone. And we waste all that attention, every single day. As long the game theory rewards the waster, the one who corrupts the system and hurts everyone else, it'll continue.
[aside: This leads to spam filters and inefficiency and we all suffer. If you've been waiting to hear from me because you filled out the form about road trip or the nano MBA, please check your spam filters! I've already written back to everyone via the mailchimp email service, but they report only a 50% open rate on those notes (which is way higher than industry average, amazingly). So, please check and thanks for your patience.]","April 15, 2010","inefficiency, all call, waste"
Cannibalism and spam,"So, these two cannibals are eating a clown, and one says to the other, ""does this taste funny to you?""
We don't often have conversations about cannibalism. We don't trade recipes or talk about health issues. That's because it's off the table, not permitted, inconceivable.
Marketers should feel the same way about spamming people. Spamming them by email, by text or yes, by calling their cell phones with a robot, repeatedly, just because it's cheap and because they can.


If anyone should know better, it's the Word of Mouth Marketing Association. And yet, not only did they spam thousands of people by phone, they want us to ""keep the convo rolling"". And when I spoke to their Executive Director, she had a hard time understanding that what they were doing was spam.
Spam is unanticipated, impersonal, irrelevant junk I don't want to get. Not only that, it costs them less to send it than it takes me to figure out what it is and deal with it. That doesn't scale. In fact, it destroys the medium.
Why would anyone join, pay their dues, go to their meetings or want to engage with an organization that's willing to cross a line like this? Even once? (and then brag about it!) Maybe I'm getting cranky, but the relentless march of marketers into our lives is really getting to me. [They've since apologized to those they spammed, which I appreciate.]
In case you missed the first part of our show, the future of marketing is based on permission. It's based on sending messages to people who want to get them, who choose to get them,who would miss you if you didn't send them.It's not easy and it's not cheap to earn permission, but so what? This is my attention, not yours, and if you want to use it for a while, please earn the privilege.
PS If I ran Twitter, I'd build my new ad service about a socially acceptable way for corporate users to build large lists of followers, people who would give permission to get news and discounts and insights from advertisers. Twitter knows who likes what and they have permission from users to be a bridge between the user and those that might want to talk to them. That's a powerful place to be.
Using cheap technology to spam people is not.","April 14, 2010","Cannibalism, spamming, permission marketing"
Expose yourself…,"With so many options in media, interaction and venues, you now get to choose what you expose yourself to.
Expose yourself to art, and you'll come to appreciate it and aspire to make it.
Expose yourself to anonymous scathing critics and you will begin to believe them (or flinch in anticipation of their next appearance.)
Expose yourself to get-rich-quick stories and you'll want to become one.
Expose yourself to fast food ads and you'll crave french fries.
Expose yourself to angry mobs of uninformed, easily manipulated protesters and you'll want to join a mob.
Expose yourself to metrics about your brand or business or performance and you'll work to improve them.
Expose yourself to anger and you might get angry too.
Expose yourself to people making smart decisions and you'll probably learn how to do it as well.
Expose yourself to eager long-term investors (of every kind) and you'll likely to start making what they want to support.
It's a choice if you want it to be.",,"exposure, influence, choice"
Have you thought about your margin?,"Gross margin is an often confused concept but a powerful tool in figuring out how to market your business (and decide what to make, who to hire and how to fund it). Few people understand it, while others use a definition I don't find very useful.
I like to think of margin as the money left over after you've paid the direct costs for making an item, the last one of the day.
If you run a pizza place and a large pie costs $10, your gross margin is $10 minus the cost of flour, water, yeast, tomatoes and cheese. And maybe salt. That's it.
If you're not operating at capacity, the key word here is margin. The marginal profit of one more pizza is high. You've already paid for the rent, the oven, the sign, the ad in the Yellow Pages, the hourly wage, the uniforms, all of it. Whether you sell that last pizza of the day or not, all those costs are fixed. So, if your ingredients cost $2, your gross margin is $8.
This is vital to understand, because it tells you how flexible you can be with a promotional strategy. Some people (like me) prefer businesses with high gross margins, even if we're less busy. Others make billions on companies that run on the tiniest of margins.
If someone offers to run a coupon in the Welcome Wagon envelope that goes to new residents, and the rules are, ""one per customer, new customers only"", and the coupon offers a large pizza for $2, is it worth it for you to run it? That's 80% off! Surely, this is too expensive. You can't afford 80% off.
On the margin, of course you can. You got a new customer for free. Unless your store is at capacity, with people waiting in line, one more pizza sold at cost is a great way to build your business (unless there are too many coupons and unless it changes your positioning as a high-end place, but that's a story for a different day).
You probably already guessed this part: for digital goods, the gross margin is 100%. Cell phone calls? The same.
One more customer costs you nothing. That doesn't mean you should price accordingly, but it surely means you should understand how high your margins are.","April 13, 2010","Gross margin, profitability, promotional strategy"
There is no tribe of normal,"People don't coalesce into active and committed tribes around the status quo.
The only vibrant tribes in our communities are the ones closer the edges, or those trying to make change. The center is large, but it's not connected.
If you're trying to build a tribe, a community or a movement, and you want it to be safe and beyond reproach at the same time, you will fail.
Heretical thoughts, delivered in a way that capture the attention of the minority–that's the path that works.","April 12, 2010","tribes, community, change"
"When in doubt, disaggregate","The typical American buys precisely one book a year.
Ouch.
Of course, this isn't true, because when it comes to books, there is no typical American. There are a lot of Americans who buy zero books for pleasure each year. And then there are people like me who buy 400.The average is irrelevant.
When you can't figure out the best way to treat all your customers, the best way to price things, the best thing to offer, realize that the problem is almost always this: you're trying to treat everyone the same. Don't. Break them into groups with similar attributes, and suddenly the path becomes a lot more clear.","April 11, 2010","disaggregation, customer segmentation, averaging pitfalls"
Breaking news,"I don't know if you've noticed, but there seems to be a lot more breaking news than there used to be.
The thing is, there's no morenews, just morebreaking.
If news is stuff I need to know, want to know, stuff that will help me make better decisions or generally keep me informed, then, no, I'm not noticing more of it.
If breaking is stuff that interrupts a TV interview, flashes across a website, breaks into a radio show or just shows up on Twitter, then yep, there's a lot more breaking going on.
You can turn your reddit posts or your press releases or your Facebook updates or blog posts into urgent announcements that demand attention. And in the short run, it might work. But then you'll exhaust your readers. We don't want any more urgent emails from you.
… like the boy who cried wolf, the villagers aren't going to come.
Does knowing about something ten seconds or ten minutes faster really matter? Is it worth the adrenalin?
Sorry, wake me up in the morning, not in the middle of the night. Unless it's actually news.","April 10, 2010","breaking news, information overload, urgency"
Rights and responsibilities,"Robert Bookman from the restaurant industry wasquotedas saying that it would violate the free speech rights of restaurant owners if they had to post a health department grade of their cleanliness in the window.
More and more, businesses and businesspeople talk about their rights.
It seems, though, that organizations and individuals that focus more on their responsibilities and less on their rights tend to outperform.
You're responsible to your community, to your customers, to your employees and to your art. Serve them and the rights thing tends to take care of itself.
Another thought: If I worked at Pepsi, I'd be actively lobbyingforthe obesitysweet soda tax(a penny an ounce) being proposed in New York. Instead, in a no-surprise knee jerk reaction, almost everyone in the industry is lobbying like crazy to stop it. This is dumb marketing.
The benefit of a tax is that it affects you and your competitors at the same time, so you all benefit from doing the right thing, as opposed to having to compete against someone who doesn't care as much as you do.
Once people realize that excessive use of your product makes them sick and then die a long and painful death, it's probably time to stop lobbying and time to start doing something about it. This industry should stop thinking it is in the corn syrup delivery business (which brings nasty side effects along with it) and start focusing on delivering joy in a bottle. Lots of interesting ways to do that without giving up profits.
If your success depends on sickening the poorest and least educated portion of your customer base (and the ones that buy the most from you), it's time to redefine success.","April 9, 2010","Rights, Responsibilities, Health Policy"
The Levy flight,"Clay Shirky taught me this very cool mathematical concept that shows up in nature, and now in marketing and social media.
An animal that forages will hang out in a small area, looking for nuts or berries, then will realize it has used up all the likely sources in this spot. It will then head off in a random direction, walk many paces, and start foraging again. When you plot theLevy flight, it looks like this:
Someone discovers your site. They poke and prod and join and return and return again. Then they feel as though there's no more benefit and they move on, surfing until they find another place to forage.
Someone finds your restaurant. They love it. They return with friends. They hang out and become regulars for a while. Then they get bored and start browsing again.
Adding the Levy flight to your understanding is a much more nuanced representation of consumer behavior than solely thinking about the ideas of brand loyalty or random web surfing.","April 8, 2010","Levy flight, consumer behavior, marketing"
Secrets of the biggest selling launch ever,"Apple reports that on the first day they sold more than $150,000,000 worth of iPads. I can't think of a product or movie or any other launch that has ever come close to generating that much direct revenue.
Are their tactics reserved for giant consumer fads? I don't think so. In fact, they work even better for smaller gigs and more focused markets.
And the one thing I'd caution you about:
A few things that will make it work even better going forward:
As promised, the folks atVookmade their deadline and were ready on launch day. It's early days, but it's pretty clear to me that the way authors with ideas will share them is going to change pretty radically, just as the iPad demonstrates that the way people interact with the web is going to keep changing as well.
[It turns out that Modern Warfare 2 didfarbetter in its launch than the iPad. Thanks Jon, for the update].","April 7, 2010","iPad, launch tactics, revenue generation"
The Linchpin index is now available (free),"Alas, ten years later, this post is obsolete.
I’m leaving the text below just in case, for history, but feel free to move on.
You can find the bookhere.
Josh Bernoff is a generous guy with an unusual hobby… he likes to make book indices.
Safer than juggling knives, that’s for sure.
Josh just postedthe missing indexfor my bookLinchpin. Usually, the publisher does the index, and I’m embarrassed to admit I hadn’t realized it was missing. Now I’m glad it’s here.
Two asides about the book:The full-length audio (itunes,audible) is probably the best reading of one of my books. Audio books work (for me) when you can listen to them more than once. I listened to my Zig Ziglar tapes more than a hundred times each–and I’m glad I did. And thehardcover, (bn) I’m told, is selling twice as fast as any book I’ve ever published. Thanks for that.
Enjoy the index! Special thanks to Josh for making it happen.","April 6, 2010","Linchpin, index, Josh Bernoff"
Revisiting conspicuous consumption,"The reason you have a front lawn? It's a tradition. Lawns were invented as a way for the landed gentry to demonstrate that they could afford to waste land. By taking the land away from the grazing sheep, they were sending a message to their neighbors. We're rich, we can happily waste the opportunity to make a few bucks from our front lawn.
Conspicuous consumption has a long history. Wasting millions of dollars on a shark in a tank, or on $50,000 platinum stereo cables that sound an awful lot like $2000 stereo cables (which sound a lot like $200 stereo cables). And on and on.
In fact, the origins of the luxury goods industry lie in this desire to waste, in public. 350 years ago in France, Jean-Baptiste Colbert dreamed up the idea of bespoke, rare goods as a way of improving France's balance of trade.  LVMH and other huge corporations collect brands that telegraph scarcity above all else.Not that they're better at performing the task at hand, merely that they are expensive and rare.
(Interesting note: it's estimated that20%of all the women in Japan in their 20s own a Louis Vuitton bag… scarce?)
In every city there are expensive hotels that are noisy, with $56 breakfasts, no parking, blinds that don't make the room dark and rooms that don't have enough closets. But the very waste of paying extra to stay there ensures that you'll be surrounded by others just as wealthy and just as interested in proving it.
Rich people will always indulge the desire to stand out, but I wonder if there's a new version:
Spending on and investing intime, not stuff.
And it's not so wasteful, this focus on craftsmen.
The new trend in spending money is to buythingsthatarepainstakinglyhandbuiltinstead of efficiently mass produced. It might not be a better price than what you could buy at Target, but the very fact that you can pay for an artisan to create it, an artist to design it, a talented worker to bring it to life–that act makes a powerful statement about what you can afford and what's important to you. Instead of a bigger house, it's a house that's built from scratch by craftsmen. Instead of a bigger steak, it's a handmade dish of local poached vegetables…
All marketers tell a story. The ""this is the best price and value"" story is just one of those available, and in fact, it's rarely the most effective for the audience you may be trying to reach.","April 6, 2010","Conspicuous consumption, luxury goods, artisan craftsmanship"
Accepting limits,"It's absurd to look at a three year old toddler and say, ""this kid can't read or do math or even string together a coherent paragraph. He's a dolt and he's never going to amount to anything."" No, we don't say that because we know we can teach and motivate and cajole the typical kid to be able to do all of these things.
Why is it okay, then, to look at a teenager and say, ""this kid will never be a leader, never run a significant organization, never save a life, never inspire or create…""
Just because it's difficult to grade doesn't mean it shouldn't be taught.
Never mind a teenager. I think it's wrong to say that about someone who's fifty.
Isn't it absurd to focus so much energy on 'practical' skills that prep someone for a life of following instructions but relentlessly avoid the difficult work necessary to push someone to reinvent themselves into becoming someone who makes a difference?
And isn't it even worse to write off a person or an organization merely because of what they are instead of what they might become?","April 5, 2010","accepting limits, potential, personal growth"
High praise indeed,"The best thing to say to an artist of any kind might be, ""someday, people will think what you did is really important.""
If it's popular with everyone right away, it might not be art, it might just be good marketing. But if it earns attention and respect over time, if it wins over the skeptical, then you've really created something.","April 4, 2010","art, importance, respect"
One in a million,"The chances of a high school student eventually becoming first violin for the Boston Philharmonic: one in a million.
The chances of a high school student eventually playing basketball in the NBA? About the same.
In fact, the chances of someone growing up and getting a job precisely like yours, whatever it is, are similarly slim. (Head of development at an ad agency, director of admissions for a great college… you get the idea). Every good gig is a long shot, but in the end, a lot of talented people get good gigs. The odds of being happy and productive and well compensated aren't one in a million at all, because there are many good gigs down the road. The odds are only slim if you pick precisely one job.
Here's the lesson: the ardent or insane pursuit of a particular goal is a good idea if the steps you take along the way also prep you for other outcomes, each almost as good (or better). If pushing through the Dip and bending the market to your will and shipping on time and doing important and scary work are all things you need to develop along the way, then it doesn't really matter so much if you don't make the goal you set out to reach.
On the other hand, if you live a life of privation and spend serious time and money on a dead end path with only one outcome, you've described a path likely to leave you broken and bitter. Does spending your teenage years (and your twenties) in a roompracticing the violin teach you anything about being a violin teacheror a concert promoter or some other job associated with music? If your happiness depends on your draft pick or a single audition, that's giving way too much power to someone else.","April 3, 2010","opportunity, resilience, career paths"
Road Trip!,"Digital interactions are highly leveraged and widespread, but there's nothing like face to face time to hammer home an idea. To that end I'm noodling with the idea of doing a series of day-long talks and seminars around the US this year (probably every three weeks). I often am hired to do private talks for groups, but it occurs to me that it might be more efficient and open to organize my own public talks as well.
Rather than just dreaming up the entire plan, I thought I'd ask for your feedback, connections, and suggestions, as well as see if anyone wants to help out. No promises, none at all, but if you have something to add to this,let me know. As always, thanks.","April 2, 2010","Road Trip, Public Talks, Feedback"
"Failure, success and neither","The math is magical: you can pile up lots of failures and still keep rolling, but you only need one juicy success to build a career.
The killer is the category called 'neither'. If you spend your days avoiding failure by doing not much worth criticizing, you'll never have a shot at success. Avoiding the thing that's easy to survive keeps you from encountering the very thing you're after.
And yet we market and work and connect and create as if just one failure might be the end of us.",,"Failure, Success, Career"
Are you rational?,"Before you make any more decisions you need to answer that question.
A rational decision is based on testing and data and an understanding of the mechanics underneath the system you're working on. The more you know, the better you decide.
An irrational decision is based on gut instincts, conviction and faith.
No one is rational all the time. In fact, somewhere along the way we made 'irrational' into a bad word, but it shouldn't be.
There are card counters in Las Vegas who are rational about blackjack. And they make a decent living. The more they play, the better they will do. In the same casino, there are craps players who blow on the dice, wiggle their hips and wear lucky shoes. Inevitably, if they play long enough, they will be broke.
If you're running Adwords on Google, I hope you're making rational decisions based on clickthrough and conversion.
On the other hand, were you rational when you fell in love? Did you do the math? Medical analysis?
What about the last time you fell for an April Fools joke?
The very nature of faith is that you don't (and shouldn't be) rational about it. In fact, you're entitled to be aghast when anyone confronts you with proof. Proof and rationality aren't the point.
Same with fine art. If your taste in paintings or music or wine is based on some sort of rational analysis or Zagats-type survey, I feel quite badly for you. Deeper and more detailed information is not better information when you're making irrational decisions. If you need to hate on Copernicus in order to have more faith, something is seriously wrong.
When Chris Blackwell introduced reggae to the rest of the world (Bob Marley!), it was irrational. That moment in time was the best time to be working with Bonnie Raitt or Jackson Browne, not some unknown spleef-smoking guys from a tiny island in the Caribbean. No amount of rational analysis would have led an investor to back Chris.
Irrational passion is the key change agent of our economy. Faith and beauty and a desire to change things can't be easily quantified, and we can't live without them.
Steve Jobs is irrational about product design. As a result, focus groups make no sense. Who cares what other people think? He has faith in his gut. Your website: is it rationally designed? Should it be? What about the process you use to create new products or ads? Or the way you pick the focus of your startup? There's room for both rational and irrational decision making, and I think we do best when we choose our path in advance instead of pretending to do one when we're actually doing the other. The worst thing we can do is force one when we actually need the other.","April 1, 2010","Rationality, Decision Making, Irrationality"
Redoubling to system failure,"Every 18 months for the last decade, the world has doubled the data it pushes to you.
Twice as much email, twice as many friend requests, twice as many sites to check, twice as many devices.
When does your mind lose the ability to keep up? Then what happens? Is it already happening?","May 31, 2010","data overload, system failure, cognitive limits"
But what have you shipped?,"Yes, I know you're a master of the web, that you've visited every website written in English, that you've been going to SXSW for ten years, that you were one of the first bloggers, you used Foursquare before it was cool and you can code in HTML in your sleep. Yes, I know that you sit in the back of the room tweeting clever ripostes when speakers are up front failing on a panel and that you had a LOLcat published before they stopped being funny.
But what have you shipped?
What have you done with your connection skills that has been worthy of criticism, that moved the dial and that changed the world?
Go, do that.","May 30, 2010","shipping, connection skills, impact"
"The distraction, the tail and the dog","Your business has a core, a goal, a challenge and a deliverable. There is probably one thing that would transform your project, onesuccess that changes things, one hurdle that's tougher than the others. What's difficult, what would respond tooverwhelming attention? That's the core.
Getting from here to there involves making sales, delivering on promises, overcoming the Dip and shipping.
Along the way, there are supporting tasks you can engage in, things you can do to make the goal easier to achieve.
A popular blog might gain attention and then trust and ultimately help you sell more widgets.
A lot of followers online might give you permission to tell a story that gets you better employees.
A vibrant party at SXSW can create buzz that gives your salespeople entree to important meetings.
These aren't trivial activities. In fact, they're part of what marketing means today. But…
But if they give you and your team an outlet to avoid the difficult work of achieving your goal (""I can't go to that sales call, I'm busy uploading pictures of last night's party to the blog and then tweeting out the url"") then you're not building, you're hiding. Rich calls this playing withturtles. The thing is, the turtles are alive, and they're going to demand a lot from you.
There's a huge downside here: once your side activity gets going, it will lead to crises (we have an urgent email we have to answer), to feelings of abandonment (hey, you haven't been on the forum lately!), to irresistible offers to have the CEO speak or get people involved. There will always be a feeling of sunk cost, of opportunities missed and of things on the verge because these are human movements, not paid ads.
Two choices: 1. find a way to make your goal completely aligned with the tactics you use to achieve it. What's good for your blog is good for your business. or 2. Now that these approaches are working, and working incredibly well, it's time to come up with boundaries so the tail doesn't end up wagging the dog.","May 29, 2010","distraction, marketing, alignment"
"We’re the same, we’re the same, we’re…","Take a look at just about any industry with many competitors–colleges, hotels, sedans, accounting firms (especially accounting firms)…
The websites bend over backwards to be just like all the others. You can't identify one hotel website from another if you delete the name of the hotel (unless there's a beach or a snow-capped mountain in the background).
Sometimes, we try so hard to fit in we give consumers no choice but to seek out the cheapest. After all, if everything is the same, why not buy what's cheap and close?
How about a site that says, ""Here's why we're different."" And means it.
(Easy to read this and nod your head, but… what's your resume look like?)","May 28, 2010","competition, differentiation, branding"
Made by Hand,"Mark Frauenfelder, a leading voice of the post-industrial age, has a newbookout today.
It's not what you expect, and it provoked quite a few thoughts.
This book won't resonate with everyone, but Mark's honest retelling of his repeated failures to be brilliant at all times made me smile, and his relentless and joyous embrace of actually making things was an inspiration.","May 27, 2010","Mark Frauenfelder, post-industrial, inspiration"
